395	1498285771
396	1597173138
397	1567951594
398	1686739193
399	1878946120
400	2043568529
401	1958293413
402	1990797630
403	1926013676
404	2137257887
405	2052152191
406	2119721986
407	2139523783
408	2149819484
409	1947923663
410	2057823515
411	2050467148
412	2171398716
413	2061691233
414	2013726894
415	1840394144
416	1784784391
417	1799443962
418	1585240492
419	1735841513
420	2113051796
421	1850705866
422	2147768191
423	1752146654
424	1626699001
425	1688704656
426	1597924173
427	1844123932
428	1839498205
429	1750863241
430	1891099436
431	1795210926
432	1604391586
433	1387219211
434	1598775925
435	1749947931
436	1815831071
437	1862428573
438	1907543786
439	1889261900
440	1779809933
441	1635765064
442	1578672048
443	1348607354
444	1231678902
445	1402535360
446	1822340516
447	2096339366
448	2240912047
449	2472603419
450	2477038866
451	2411175324
452	2437795832
453	2387483265
454	2493369044
455	2626967468
456	2725629532
457	2926870086
458	2954206348
459	3088726162
460	3503005838
461	3832710164
462	4210461200
463	4405937793
464	4367497485
465	4919831855
466	5162493260
467	5444103739
468	5917586012
469	5867420314
470	6085476128
471	6030902110
472	6196978278
473	6018601671
474	5984055496
475	6066437773
476	6262128036
477	6368185306
478	6434533409
479	6660742507
480	6783051504
481	6790586663
482	7099420326
483	7303741566
484	7786068104
485	8014676187
486	8488348648
487	8705476793
488	9083537747
489	9600967353
490	10369533565
491	10107880864
492	11142003848
493	10980576359
494	11759103929
495	12127922065
496	12821042209
497	13170215451
498	13803019034
499	14671084900
500	16454202273
501	16688293421
502	18421001108
503	20098266911
504	21705741325
505	21255033663
506	22549741725
507	23928576168
508	29065089350
509	0
