0	0
1	0
2	0
3	0
4	0
5	42918
6	0
7	69351
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	428712
16	0
17	0
18	0
19	0
20	78859
21	0
22	0
23	0
24	385294
25	5047
26	0
27	6956
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	7677
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	333893
64	99234
65	0
66	0
67	0
68	238709
69	0
70	0
71	0
72	270910
73	0
74	82610
75	263384
76	0
77	0
78	0
79	320099
80	0
81	1065043
82	223542
83	0
84	215442
85	0
86	0
87	393625
88	66344
89	53399
90	894709
91	0
92	151168
93	61449
94	17439
95	50214
96	0
97	17269
98	126925
99	0
100	554364
101	0
102	4793
103	108474
104	0
105	22699
106	98279
107	574320
108	0
109	0
110	9412
111	72067
112	77001
113	0
114	13840
115	0
116	0
117	0
118	30933
119	83613
120	339294
121	99230
122	0
123	182456
124	225227
125	104020
126	66206
127	0
128	9947
129	426751
130	227368
131	614120
132	64688
133	0
134	222710
135	372812
136	47543
137	913614
138	333468
139	0
140	89262
141	70008
142	206102
143	256111
144	1497065
145	368118
146	86036
147	483234
148	713250
149	390728
150	292626
151	816653
152	258059
153	579919
154	56967
155	434826
156	996012
157	477122
158	1240286
159	788568
160	196399
161	202356
162	348614
163	307506
164	449435
165	406469
166	124426
167	1186045
168	1659332
169	515871
170	1125339
171	226489
172	621029
173	1432128
174	194673
175	2497701
176	2750753
177	1232725
178	3027705
179	1688355
180	1652694
181	3927434
182	5681172
183	6368961
184	2588380
185	3555966
186	1951336
187	1787730
188	3922286
189	1490035
190	1369765
191	483250
192	2563277
193	1579330
194	3090134
195	1799571
196	1247177
197	1441116
198	4782316
199	4302393
200	5725400
201	5942044
202	7507245
203	6382928
204	7450680
205	7465672
206	10238815
207	8150697
208	9755925
209	5054244
210	10427209
211	10082024
212	5756249
213	7086901
214	11817778
215	9604083
216	7633235
217	10619330
218	7820659
219	7545213
220	14332947
221	10632701
222	15931712
223	11472764
224	12980945
225	15824773
226	15015815
227	19659519
228	17002977
229	18603528
230	18364137
231	19721515
232	15434553
233	8663175
234	15346847
235	13826158
236	12205672
237	19915455
238	20847393
239	17479531
240	17214997
241	12266623
242	17439586
243	14390914
244	21139795
245	13652902
246	10928835
247	24002449
248	23229024
249	18971811
250	29166857
251	30727349
252	21842809
253	29272212
254	31240016
255	30955381
256	13312087
257	20895959
258	26140428
259	32307200
260	22262135
261	27136864
262	17111497
263	30702094
264	28389270
265	23817340
266	40545232
267	30609096
268	41693054
269	27862450
270	33347650
271	30423806
272	30577263
273	28436798
274	29565440
275	38201497
276	40458580
277	34435947
278	31548594
279	27971704
280	29340998
281	32511567
282	32407323
283	31825617
284	40681745
285	40233566
286	41972258
287	62429231
288	65260166
289	57632763
290	61481982
291	67476856
292	72274122
293	63617396
294	73888097
295	70216837
296	85097968
297	71264834
298	70184926
299	76301448
300	108088481
301	163968981
302	145540701
303	159529796
304	173779738
305	175540745
306	180518978
307	196027881
308	199525249
309	211027171
310	230215946
311	270689954
312	263113018
313	220683531
314	256194694
315	239523224
316	246795931
317	278351920
318	311817239
319	265830731
320	353962829
321	276991847
322	413609789
323	389900455
324	471757063
325	487317041
326	372944033
327	389316209
328	420473437
329	450138531
330	525138883
331	481559465
332	482033224
333	478300504
334	464548082
335	547637849
336	564280556
337	518546536
338	550498101
339	635075765
340	650372631
341	594351751
342	535582029
343	620533272
344	644493507
345	701726572
346	704704902
347	681502027
348	715481982
349	725022740
350	774861795
351	825870161
352	858185632
353	961152384
354	1048843232
355	927206152
356	1002023369
357	867926452
358	829801892
359	899424472
360	931458870
361	707543398
362	606108443
363	639291813
364	753440276
365	770008752
366	837100921
367	792385355
368	835079217
369	851631154
370	838475867
371	857076279
372	864410350
373	891965329
374	971956780
375	983594573
376	1031342148
377	1016136756
378	956659123
379	997739529
380	1195841500
381	1203001537
382	1262163094
383	1419749408
384	1339821552
385	1301397195
386	1105149776
387	1221473947
388	1211414026
389	1160217727
390	1196833887
391	1293565556
392	1423766057
393	1392035720
394	1369512620
